Year,Month,Day,Hour,Air Temperature,Dew Point Temperature,Sea Level Pressure,Wind Direction,Wind Speed Rate,Sky Condition Total Coverage Code,One Hour Liquid Precipitation Depth,Six Hour Liquid Precipitation Depth
1980,1,1,0,8.9,-1.7,1022.7,320,3.1,0,0.0,0.0
1980,1,1,1,7.8,-1.6,1023.1,320,3.0,0,0.0,-999.9
1980,1,1,2,7.2,-2.1,1023.1,310,3.0,0,0.0,-999.9
1980,1,1,3,6.1,-2.8,1023.4,300,3.1,0,0.0,-999.9
1980,1,1,4,5.6,-3.2,1023.8,280,2.5,0,0.0,-999.9
1980,1,1,5,5.0,-3.2,1023.7,300,3.0,0,0.0,-999.9
1980,1,1,6,4.4,-3.3,1023.7,300,2.6,0,0.0,0.0
1980,1,1,7,2.8,-3.8,1023.0,310,1.5,0,0.0,-999.9
1980,1,1,8,1.7,-3.8,1022.7,0,0.0,0,0.0,-999.9
1980,1,1,9,1.7,-3.9,1021.8,-9999,0.0,0,0.0,-999.9
1980,1,1,10,1.1,-3.8,1021.8,260,2.5,0,0.0,-999.9
1980,1,1,11,1.1,-3.8,1021.2,0,0.0,0,0.0,-999.9
1980,1,1,12,0.0,-3.9,1021.3,230,1.5,0,0.0,0.0
1980,1,1,13,0.0,-4.3,1022.0,0,0.0,0,0.0,-999.9
1980,1,1,14,1.1,-3.2,1022.0,230,1.5,0,0.0,-999.9
1980,1,1,15,2.8,-1.1,1022.4,180,2.1,0,0.0,-999.9
1980,1,1,16,5.6,0.6,1022.7,180,2.5,0,0.0,-999.9
1980,1,1,17,9.4,1.1,1022.3,180,3.0,0,0.0,-999.9
1980,1,1,18,11.7,2.2,1021.2,210,3.6,0,0.0,0.0
1980,1,1,19,13.9,2.8,1019.8,190,3.6,0,0.0,-999.9
1980,1,1,20,15.6,1.7,1018.7,230,5.1,0,0.0,-999.9
1980,1,1,21,16.1,1.7,1017.7,180,3.6,0,0.0,-999.9
1980,1,1,22,16.7,1.1,1017.4,210,3.6,2,0.0,-999.9
1980,1,1,23,13.9,2.2,1017.1,180,4.6,2,0.0,-999.9
1980,1,2,0,9.4,1.7,1017.5,170,3.1,2,0.0,0.0
1980,1,2,1,11.7,1.1,1017.4,170,4.1,2,0.0,-999.9
1980,1,2,2,10.0,1.7,1017.5,160,3.6,2,0.0,-999.9
1980,1,2,3,7.8,1.7,1017.5,180,3.6,3,0.0,-999.9
1980,1,2,4,6.1,1.1,1017.4,200,2.5,2,0.0,-999.9
1980,1,2,5,5.0,0.0,1017.4,190,2.0,7,0.0,-999.9
1980,1,2,6,5.0,0.0,1016.7,190,3.1,6,0.0,0.0
1980,1,2,7,5.0,0.0,1016.3,190,3.0,2,0.0,-999.9
1980,1,2,8,5.6,0.0,1016.3,200,3.0,7,0.0,-999.9
1980,1,2,9,5.6,0.0,1015.8,190,2.1,8,0.0,-999.9
1980,1,2,10,5.6,0.6,1015.8,190,2.5,8,0.0,-999.9
1980,1,2,11,6.1,1.1,1015.6,180,3.6,8,0.0,-999.9
1980,1,2,12,6.7,1.7,1015.6,190,3.1,8,0.0,0.0
1980,1,2,13,6.7,2.2,1015.2,180,3.0,8,0.0,-999.9
1980,1,2,14,6.7,2.2,1015.6,170,3.0,8,0.0,-999.9
1980,1,2,15,8.3,3.9,1015.6,190,4.6,8,0.0,-999.9
1980,1,2,16,11.7,6.1,1016.3,200,5.1,8,0.0,-999.9
1980,1,2,17,12.2,6.7,1016.3,200,7.2,8,0.0,-999.9
1980,1,2,18,13.3,7.8,1015.4,190,5.2,8,0.0,0.0
1980,1,2,19,14.4,8.9,1013.9,190,7.7,8,0.0,-999.9
1980,1,2,20,14.4,8.9,1013.1,200,7.7,8,0.0,-999.9
1980,1,2,21,15.0,9.4,1013.1,180,5.7,8,0.0,-999.9
1980,1,2,22,14.4,9.4,1012.6,190,5.1,8,0.0,-999.9
1980,1,2,23,13.9,8.9,1013.0,180,4.1,8,0.0,-999.9
1980,1,3,0,12.8,8.3,1013.2,180,3.1,8,0.0,0.0
1980,1,3,1,13.3,8.3,1013.6,160,2.5,8,0.0,-999.9
1980,1,3,2,12.2,8.3,1014.3,210,2.0,8,0.0,-999.9
1980,1,3,3,13.3,8.9,1014.5,250,2.6,8,0.0,-999.9
