Year,Month,Day,Hour,Air Temperature,Dew Point Temperature,Sea Level Pressure,Wind Direction,Wind Speed Rate,Sky Condition Total Coverage Code,One Hour Liquid Precipitation Depth,Six Hour Liquid Precipitation Depth
2018,1,1,1,-3.3,-11.1,1036.5,10,6.7,-9999,0.0,-999.9
2018,1,1,2,-2.8,-12.2,1037.3,360,6.7,-9999,0.0,-999.9
2018,1,1,3,-2.2,-12.8,1037.8,360,7.2,-9999,0.0,-999.9
2018,1,1,4,-2.8,-13.9,1038.2,10,7.2,-9999,0.0,-999.9
2018,1,1,5,-4.4,-15.0,1039.2,20,7.2,-9999,0.0,-999.9
2018,1,1,6,-5.0,-15.0,1039.2,30,6.2,-9999,0.0,-999.9
2018,1,1,7,-5.6,-14.4,1039.7,10,7.7,-9999,0.0,-999.9
2018,1,1,8,-5.6,-14.4,1040.1,20,6.2,-9999,0.0,-999.9
2018,1,1,9,-6.1,-14.4,1040.4,10,5.1,-9999,0.0,-999.9
2018,1,1,10,-6.7,-13.9,1040.8,10,6.2,-9999,0.0,-999.9
2018,1,1,11,-7.2,-13.9,1041.4,10,6.7,4,0.0,-999.9
2018,1,1,12,-7.8,-13.9,1041.9,10,6.2,4,0.0,-999.9
2018,1,1,13,-7.8,-13.9,1042.7,30,5.7,2,0.0,-999.9
2018,1,1,14,-7.8,-13.9,1043.0,20,6.7,4,0.0,-999.9
2018,1,1,15,-6.7,-13.9,1043.4,10,6.2,4,0.0,-999.9
2018,1,1,16,-6.1,-15.0,1043.7,30,7.2,4,0.0,-999.9
2018,1,1,17,-4.4,-14.4,1044.1,20,5.7,4,0.0,-999.9
2018,1,1,18,-3.9,-15.0,1043.0,360,5.7,4,0.0,-999.9
2018,1,1,19,-2.8,-14.4,1041.5,40,5.1,4,0.0,-999.9
2018,1,1,20,-1.7,-14.4,1040.3,20,5.7,4,0.0,-999.9
2018,1,1,21,-1.7,-15.0,1039.7,20,4.6,4,0.0,-999.9
2018,1,1,22,-1.1,-14.4,1039.0,40,3.6,2,0.0,-999.9
