Year,Month,Day,Hour,Air Temperature,Dew Point Temperature,Sea Level Pressure,Wind Direction,Wind Speed Rate,Sky Condition Total Coverage Code,One Hour Liquid Precipitation Depth,Six Hour Liquid Precipitation Depth
2012,1,5,8,3.9,0.0,1026.4,340,3.1,0,0.0,-999.9
2012,1,5,9,2.8,-0.6,1026.4,340,3.1,0,0.0,-999.9
2012,1,5,10,3.9,0.0,1026.2,330,2.1,0,0.0,-999.9
2012,1,5,11,1.7,-1.7,1026.0,0,0.0,0,0.0,-999.9
2012,1,5,12,1.1,-1.7,1026.2,250,2.1,0,0.0,-999.9
2012,1,5,13,2.2,-1.1,1025.8,220,2.6,0,0.0,-999.9
2012,1,5,14,1.7,-1.7,1025.7,0,0.0,0,0.0,-999.9
2012,1,5,15,6.1,1.7,1025.6,0,0.0,0,0.0,-999.9
2012,1,5,16,9.4,1.7,1026.1,0,0.0,0,0.0,-999.9
2012,1,5,17,12.8,1.7,1025.8,220,2.6,0,0.0,-999.9
2012,1,5,18,15.6,1.1,1024.7,220,4.6,0,0.0,-999.9
2012,1,5,19,17.2,1.7,1023.1,200,2.6,0,0.0,-999.9
2012,1,5,20,18.3,0.6,1021.9,180,2.1,0,0.0,-999.9
2012,1,5,21,18.9,-0.6,1021.1,230,3.1,0,0.0,-999.9
2012,1,5,22,18.9,0.0,1020.8,200,3.6,0,0.0,-999.9
2012,1,5,23,17.2,0.0,1020.4,190,3.1,0,0.0,-999.9
2012,1,6,0,14.4,0.0,1020.1,160,2.6,0,0.0,-999.9
2012,1,6,1,12.2,0.6,1019.8,170,3.6,0,0.0,-999.9
2012,1,6,2,12.8,1.1,1019.6,170,4.1,0,0.0,-999.9
2012,1,6,3,11.1,1.1,1019.1,160,3.6,0,0.0,-999.9
2012,1,6,4,8.9,1.1,1018.8,180,4.1,0,0.0,-999.9
2012,1,6,5,9.4,1.7,1018.2,190,3.1,0,0.0,-999.9
2012,1,6,6,7.8,1.7,1017.3,200,3.6,0,0.0,-999.9
2012,1,6,7,8.3,4.4,1016.5,190,4.1,0,0.0,-999.9
2012,1,6,8,8.3,4.4,1016.0,200,3.6,0,0.0,-999.9
2012,1,6,9,8.3,5.6,1015.6,200,3.6,0,0.0,-999.9
2012,1,6,10,8.9,5.6,1015.1,210,3.1,0,0.0,-999.9
2012,1,6,11,8.3,5.6,1015.0,200,2.6,2,0.0,-999.9
2012,1,6,12,7.2,5.6,1014.8,190,3.6,4,0.0,-999.9
2012,1,6,13,7.8,6.1,1014.7,180,2.6,2,0.0,-999.9
2012,1,6,14,7.8,6.7,1014.6,190,3.1,2,0.0,-999.9
2012,1,6,15,10.6,8.3,1014.6,190,3.6,2,0.0,-999.9
2012,1,6,16,15.0,10.6,1015.3,200,5.7,2,0.0,-999.9
2012,1,6,17,17.2,10.6,1014.7,200,5.7,2,0.0,-999.9
2012,1,6,18,19.4,10.6,1013.2,180,6.2,2,0.0,-999.9
2012,1,6,19,21.1,8.3,1011.6,210,8.2,-9999,0.0,-999.9
2012,1,6,20,22.2,7.8,1010.3,180,9.3,2,0.0,-999.9
2012,1,6,21,22.8,8.3,1009.5,170,8.7,0,0.0,-999.9
2012,1,6,22,22.2,7.8,1009.3,180,9.3,0,0.0,-999.9
2012,1,6,23,21.1,6.7,1009.7,190,7.7,0,0.0,-999.9
2012,1,7,0,20.0,5.6,1010.0,180,6.7,0,0.0,-999.9
2012,1,7,1,18.9,6.7,1010.5,170,5.1,0,0.0,-999.9
2012,1,7,2,17.2,7.8,1010.9,170,4.6,0,0.0,-999.9
2012,1,7,3,16.1,10.0,1010.9,180,6.2,0,0.0,-999.9
2012,1,7,4,16.7,10.6,1010.8,190,7.2,0,0.0,-999.9
2012,1,7,5,15.6,10.6,1010.9,190,5.1,0,0.0,-999.9
2012,1,7,6,15.6,10.6,1010.9,190,6.7,0,0.0,-999.9
2012,1,7,7,13.3,10.0,1011.0,190,4.1,0,0.0,-999.9
2012,1,7,8,13.3,10.6,1010.7,180,5.1,0,0.0,-999.9
2012,1,7,9,13.3,10.6,1011.0,220,6.7,0,0.0,-999.9
2012,1,7,10,10.0,3.3,1011.4,270,6.7,0,0.0,-999.9
2012,1,7,11,8.3,2.8,1011.8,260,4.1,0,0.0,-999.9
2012,1,7,12,7.8,2.8,1012.5,280,5.1,4,0.0,-999.9
2012,1,7,13,8.3,3.3,1013.0,320,5.7,8,0.0,-999.9
2012,1,7,14,8.3,2.8,1013.9,340,7.2,7,0.0,-999.9
2012,1,7,15,9.4,2.8,1015.0,350,6.7,8,0.0,-999.9
2012,1,7,16,10.0,3.3,1016.1,350,6.7,8,0.0,-999.9
2012,1,7,17,10.6,3.3,1016.5,330,4.6,8,0.0,-999.9
2012,1,7,18,10.6,2.8,1016.2,320,5.1,8,0.0,-999.9
2012,1,7,19,11.1,2.8,1015.8,330,3.6,8,0.0,-999.9
2012,1,7,20,11.7,2.8,1015.5,330,4.1,8,0.0,-999.9
2012,1,7,21,12.8,3.3,1015.4,330,5.7,8,0.0,-999.9
2012,1,7,22,13.3,3.9,1015.3,340,3.6,8,0.0,-999.9
2012,1,7,23,13.3,3.9,1015.7,330,3.1,8,0.0,-999.9
2012,1,8,0,12.8,4.4,1016.1,330,2.1,8,0.0,-999.9
2012,1,8,1,12.2,4.4,1016.4,350,1.5,8,0.0,-999.9
2012,1,8,2,8.9,3.3,1016.2,40,3.1,8,0.0,-999.9
2012,1,8,3,9.4,3.9,1016.4,0,0.0,8,0.0,-999.9
2012,1,8,4,9.4,4.4,1016.6,330,1.5,8,0.0,-999.9
2012,1,8,5,7.8,3.3,1016.8,0,0.0,8,0.0,-999.9
2012,1,8,6,8.3,3.9,1016.9,340,2.1,8,0.0,-999.9
2012,1,8,7,7.2,3.9,1016.3,0,0.0,8,0.0,-999.9
2012,1,8,8,7.2,3.9,1016.3,350,2.1,8,0.0,-999.9
2012,1,8,9,7.8,4.4,1016.5,0,0.0,8,0.0,-999.9
2012,1,8,10,6.7,3.3,1016.9,0,0.0,8,0.0,-999.9
2012,1,8,11,6.7,2.8,1016.6,320,3.1,7,0.0,-999.9
2012,1,8,12,6.1,3.3,1016.7,320,4.1,4,0.0,-999.9
2012,1,8,13,5.6,3.3,1017.7,350,1.5,4,0.0,-999.9
2012,1,8,14,5.6,3.9,1018.2,350,2.6,7,0.0,-999.9
2012,1,8,15,7.2,6.7,1018.9,330,2.6,9,0.0,-999.9
2012,1,8,16,8.0,7.0,-999.9,360,2.6,8,0.0,-999.9
2012,1,8,17,9.4,7.8,1019.6,30,3.6,8,0.0,-999.9
2012,1,8,18,10.6,8.3,1019.0,20,3.1,8,0.0,-999.9
2012,1,8,19,11.7,8.9,1018.3,10,3.1,8,0.0,-999.9
2012,1,8,20,12.2,8.9,1018.5,0,0.0,8,0.0,-999.9
2012,1,8,21,13.3,8.9,1017.8,360,3.6,8,0.0,-999.9
2012,1,8,22,13.3,8.9,1017.7,10,4.6,8,0.0,-999.9
2012,1,8,23,12.8,8.9,1018.4,30,3.1,8,0.0,-999.9
2012,1,9,0,12.2,8.9,1018.5,10,4.6,8,0.0,-999.9
2012,1,9,1,12.0,9.0,-999.9,20,4.1,8,0.0,-999.9
2012,1,9,2,11.7,7.8,1018.3,20,5.1,8,0.0,-999.9
2012,1,9,3,11.1,7.2,1019.0,20,3.6,8,0.0,-999.9
2012,1,9,4,11.1,7.2,1020.1,20,3.6,8,0.0,-999.9
2012,1,9,5,11.1,6.1,1019.5,20,6.2,8,0.0,-999.9
2012,1,9,6,9.4,6.7,1019.6,30,3.6,8,2.0,2.0
2012,1,9,7,8.9,6.7,1018.3,20,7.2,8,3.0,-999.9
2012,1,9,8,7.8,6.1,1019.8,10,4.6,8,7.1,-999.9
2012,1,9,9,7.2,5.6,1019.7,350,5.7,8,4.8,-999.9
2012,1,9,10,6.7,5.0,1019.3,10,7.2,8,2.8,-999.9
2012,1,9,11,6.7,5.6,1017.9,30,7.7,7,1.0,-999.9
2012,1,9,12,7.2,5.6,1017.9,50,5.1,8,-0.1,19.1
2012,1,9,13,7.2,6.1,1018.5,20,5.1,8,1.5,-999.9
2012,1,9,14,7.2,6.1,1020.1,350,5.1,8,1.0,-999.9
2012,1,9,15,6.7,5.6,1019.7,10,5.7,8,0.5,-999.9
2012,1,9,16,7.0,5.0,-999.9,30,5.7,8,-0.1,-999.9
2012,1,9,17,7.2,5.6,1020.6,360,5.1,8,0.8,-999.9
2012,1,9,18,6.7,4.4,1020.8,330,8.2,8,0.5,4.1
2012,1,9,19,6.7,5.0,1021.0,330,5.7,8,1.0,-999.9
2012,1,9,20,6.0,4.0,-999.9,10,8.2,8,0.3,-999.9
2012,1,9,21,6.7,5.0,1018.0,10,7.7,6,1.3,-999.9
2012,1,9,22,7.8,6.1,1017.2,10,7.7,7,-0.1,-999.9
2012,1,9,23,8.3,5.6,1017.1,10,5.7,7,0.0,-999.9
2012,1,10,0,8.3,5.6,1017.5,360,4.1,8,0.0,6.1
2012,1,10,1,8.3,5.0,1017.4,10,5.1,8,-0.1,-999.9
2012,1,10,2,7.8,4.4,1017.2,10,5.7,8,-0.1,-999.9
2012,1,10,3,8.3,3.3,1016.9,20,4.1,8,0.0,-999.9
2012,1,10,4,7.2,6.1,1017.6,330,5.7,8,2.5,-999.9
2012,1,10,5,6.7,6.1,1016.9,340,5.7,8,1.0,-999.9
2012,1,10,6,7.0,6.0,1015.7,360,7.7,8,-0.1,4.1
2012,1,10,7,6.7,5.6,1014.9,330,6.7,8,0.8,-999.9
2012,1,10,8,6.7,5.6,1013.4,10,8.8,8,2.0,-999.9
2012,1,10,9,6.7,5.6,1014.5,330,4.6,8,1.3,-999.9
2012,1,10,10,6.0,4.0,-999.9,330,5.7,8,1.0,-999.9
2012,1,10,11,5.6,4.4,1013.2,340,6.7,8,2.0,-999.9
2012,1,10,12,5.6,4.4,1012.9,340,5.1,8,0.0,8.9
2012,1,10,13,5.6,4.4,1012.7,330,5.1,8,0.0,-999.9
2012,1,10,14,5.6,4.4,1013.0,320,4.6,8,0.0,-999.9
2012,1,10,15,6.1,4.4,1013.0,320,5.1,8,0.0,-999.9
2012,1,10,16,6.1,5.0,1013.3,280,4.6,8,0.0,-999.9
2012,1,10,17,6.1,5.0,1013.2,290,5.7,8,0.3,-999.9
2012,1,10,18,6.7,5.0,1012.3,290,5.7,8,0.3,0.5
2012,1,10,19,6.7,5.0,1010.9,320,7.7,8,0.0,-999.9
2012,1,10,20,6.7,5.6,1010.3,320,6.7,8,0.0,-999.9
2012,1,10,21,7.2,5.6,1009.8,320,7.7,8,-0.1,-999.9
2012,1,10,22,7.2,5.6,1009.8,310,6.2,8,-0.1,-999.9
2012,1,10,23,7.8,6.1,1010.0,320,5.1,8,-0.1,-999.9
2012,1,11,0,7.8,5.0,1010.0,310,6.2,8,0.0,-0.1
2012,1,11,1,7.8,4.4,1010.4,320,5.1,8,0.0,-999.9
2012,1,11,2,7.2,5.0,1010.4,310,4.1,8,-0.1,-999.9
2012,1,11,3,8.3,3.9,1009.9,310,5.7,8,0.0,-999.9
2012,1,11,4,8.3,3.3,1009.6,290,5.1,7,0.0,-999.9
2012,1,11,5,8.3,3.3,1009.5,290,4.1,7,0.0,-999.9
2012,1,11,6,7.2,2.8,1009.4,290,3.6,4,0.0,0.0
2012,1,11,7,6.7,1.7,1008.9,280,3.6,2,0.0,-999.9
2012,1,11,8,5.6,1.1,1008.3,270,2.6,0,0.0,-999.9
2012,1,11,9,5.0,1.1,1007.8,250,4.1,0,0.0,-999.9
2012,1,11,10,5.0,1.7,1007.6,230,1.5,0,0.0,-999.9
2012,1,11,11,2.2,0.6,1007.5,200,2.1,0,0.0,-999.9
2012,1,11,12,2.2,0.6,1007.6,220,3.6,0,0.0,-999.9
2012,1,11,13,2.2,0.6,1007.5,0,0.0,0,0.0,-999.9
2012,1,11,14,1.7,0.6,1007.5,0,0.0,2,0.0,-999.9
2012,1,11,15,5.0,2.8,1007.2,190,3.1,2,0.0,-999.9
2012,1,11,16,7.8,3.9,1007.0,200,3.6,2,0.0,-999.9
2012,1,11,17,11.7,5.0,1006.4,200,2.1,2,0.0,-999.9
2012,1,11,18,13.9,5.0,1005.2,160,3.1,2,0.0,-999.9
2012,1,11,19,16.1,5.0,1003.8,170,3.1,2,0.0,-999.9
2012,1,11,20,17.8,5.0,1002.6,180,3.1,2,0.0,-999.9
2012,1,11,21,18.3,6.7,1002.5,180,4.1,6,0.0,-999.9
2012,1,11,22,17.8,6.1,1003.1,210,4.6,7,0.0,-999.9
2012,1,11,23,17.8,6.1,1003.7,0,0.0,7,0.0,-999.9
2012,1,12,0,14.4,6.7,1004.9,320,2.1,6,0.0,-999.9
2012,1,12,1,12.8,5.0,1006.4,340,11.3,7,0.0,-999.9
2012,1,12,2,10.6,2.2,1008.7,350,13.9,8,0.0,-999.9
2012,1,12,3,8.3,0.6,1010.8,350,15.4,8,0.0,-999.9
2012,1,12,4,7.2,0.6,1012.4,340,11.3,2,0.0,-999.9
2012,1,12,5,6.7,0.0,1013.4,340,11.3,4,0.0,-999.9
2012,1,12,6,5.6,-1.7,1014.6,350,11.3,6,0.0,-999.9
2012,1,12,7,3.3,-2.8,1017.2,340,11.3,8,0.0,-999.9
2012,1,12,8,1.7,-5.0,1018.3,350,13.9,2,0.0,-999.9
2012,1,12,9,1.7,-4.4,1019.3,340,10.8,2,0.0,-999.9
2012,1,12,10,1.1,-5.6,1020.2,330,11.8,0,0.0,-999.9
2012,1,12,11,0.6,-8.3,1021.3,340,9.3,0,0.0,-999.9
2012,1,12,12,0.0,-9.4,1022.4,340,9.8,0,0.0,-999.9
2012,1,12,13,-0.6,-8.9,1022.5,330,5.7,0,0.0,-999.9
2012,1,12,14,-0.6,-11.1,1023.0,320,8.2,2,0.0,-999.9
2012,1,12,15,0.6,-13.3,1023.8,320,10.3,2,0.0,-999.9
2012,1,12,16,1.1,-13.9,1024.8,310,10.3,2,0.0,-999.9
2012,1,12,17,2.2,-13.9,1024.9,320,7.7,2,0.0,-999.9
2012,1,12,18,2.8,-14.4,1024.2,290,9.8,2,0.0,-999.9
2012,1,12,19,3.3,-13.9,1023.5,290,9.8,2,0.0,-999.9
2012,1,12,20,3.9,-14.4,1023.2,300,9.3,2,0.0,-999.9
2012,1,12,21,5.0,-13.9,1022.6,310,9.3,2,0.0,-999.9
2012,1,12,22,5.6,-14.4,1022.5,320,8.8,4,0.0,-999.9
2012,1,12,23,5.0,-15.0,1022.6,320,8.2,4,0.0,-999.9
2012,1,13,0,3.9,-13.9,1022.7,320,5.1,4,0.0,-999.9
2012,1,13,1,2.2,-12.2,1022.5,320,3.1,2,0.0,-999.9
2012,1,13,2,2.2,-12.2,1022.8,300,1.5,2,0.0,-999.9
2012,1,13,3,2.2,-12.8,1022.9,250,1.5,0,0.0,-999.9
2012,1,13,4,1.7,-12.8,1022.9,260,2.1,0,0.0,-999.9
2012,1,13,5,-1.1,-10.0,1023.1,210,3.1,2,0.0,-999.9
2012,1,13,6,-1.1,-9.4,1023.2,210,2.6,2,0.0,-999.9
2012,1,13,7,-1.1,-8.3,1022.9,230,3.1,2,0.0,-999.9
2012,1,13,8,-2.8,-8.3,1022.6,0,0.0,7,0.0,-999.9
2012,1,13,9,-1.7,-6.7,1023.2,0,0.0,6,0.0,-999.9
2012,1,13,10,-0.6,-7.2,1023.6,260,2.6,7,0.0,-999.9
2012,1,13,11,-1.7,-7.2,1023.7,50,1.5,7,0.0,-999.9
2012,1,13,12,-1.1,-7.2,1024.2,0,0.0,6,0.0,-999.9
2012,1,13,13,-1.7,-6.7,1024.3,200,3.1,2,0.0,-999.9
2012,1,13,14,-1.1,-6.1,1024.5,220,3.6,7,0.0,-999.9
2012,1,13,15,1.1,-5.6,1025.3,250,3.1,6,0.0,-999.9
2012,1,13,16,5.0,-5.6,1025.5,200,2.1,7,0.0,-999.9
2012,1,13,17,7.2,-8.3,1025.2,190,2.6,7,0.0,-999.9
2012,1,13,18,8.9,-5.0,1024.6,210,4.1,4,0.0,-999.9
2012,1,13,19,10.6,-4.4,1023.3,190,3.6,2,0.0,-999.9
2012,1,13,20,12.2,-3.3,1022.4,190,5.7,0,0.0,-999.9
2012,1,13,21,13.3,-4.4,1021.9,220,5.1,0,0.0,-999.9
2012,1,13,22,13.9,-6.7,1022.1,230,5.1,0,0.0,-999.9
2012,1,13,23,13.3,-5.6,1022.1,230,5.7,0,0.0,-999.9
2012,1,14,0,11.1,-4.4,1022.3,190,2.6,0,0.0,-999.9
2012,1,14,1,7.2,-3.3,1022.8,180,3.6,0,0.0,-999.9
2012,1,14,2,6.7,-2.8,1022.9,210,3.6,0,0.0,-999.9
2012,1,14,3,7.8,-4.4,1023.0,230,5.1,0,0.0,-999.9
2012,1,14,4,6.7,-3.9,1023.2,210,5.1,0,0.0,-999.9
2012,1,14,5,6.1,-4.4,1023.2,210,5.1,0,0.0,-999.9
2012,1,14,6,5.0,-4.4,1023.0,210,4.6,0,0.0,-999.9
2012,1,14,7,6.1,-4.4,1023.1,220,5.1,0,0.0,-999.9
2012,1,14,8,6.1,-5.0,1023.2,220,5.1,0,0.0,-999.9
2012,1,14,9,5.6,-5.0,1023.1,220,5.7,0,0.0,-999.9
2012,1,14,10,3.9,-4.4,1022.9,220,5.7,0,0.0,-999.9
2012,1,14,11,2.8,-4.4,1023.0,220,4.6,0,0.0,-999.9
2012,1,14,12,1.1,-4.4,1023.8,210,4.1,0,0.0,-999.9
2012,1,14,13,0.6,-3.9,1023.8,210,5.7,0,0.0,-999.9
2012,1,14,14,1.7,-3.3,1024.3,210,5.7,0,0.0,-999.9
2012,1,14,15,6.1,-2.8,1025.0,230,5.1,0,0.0,-999.9
2012,1,14,16,10.0,-3.3,1026.0,250,4.1,0,0.0,-999.9
2012,1,14,17,13.9,-3.3,1025.9,260,3.6,0,0.0,-999.9
2012,1,14,18,16.1,-2.2,1025.7,320,3.6,0,0.0,-999.9
2012,1,14,19,17.2,-1.7,1024.9,340,3.6,0,0.0,-999.9
2012,1,14,20,17.8,-1.7,1024.2,10,2.1,0,0.0,-999.9
2012,1,14,21,18.3,-2.2,1023.9,0,0.0,0,0.0,-999.9
2012,1,14,22,18.9,-1.7,1023.7,-9999,1.5,0,0.0,-999.9
2012,1,14,23,17.8,-1.1,1024.0,80,1.5,0,0.0,-999.9
2012,1,15,0,13.3,-1.1,1024.1,40,2.1,0,0.0,-999.9
2012,1,15,1,13.9,-1.7,1024.4,0,0.0,0,0.0,-999.9
2012,1,15,2,11.7,-1.1,1024.7,130,1.5,0,0.0,-999.9
2012,1,15,3,9.4,0.6,1024.9,0,0.0,0,0.0,-999.9
2012,1,15,4,8.9,-0.6,1024.8,190,1.5,0,0.0,-999.9
2012,1,15,5,8.3,0.0,1024.5,180,4.6,0,0.0,-999.9
2012,1,15,6,6.1,-1.1,1024.2,200,3.6,0,0.0,-999.9
2012,1,15,7,6.7,-0.6,1023.8,200,4.1,0,0.0,-999.9
2012,1,15,8,5.6,-1.7,1023.6,180,3.6,0,0.0,-999.9
2012,1,15,9,6.1,-1.1,1023.5,180,4.1,0,0.0,-999.9
2012,1,15,10,4.4,-1.7,1023.2,180,4.6,0,0.0,-999.9
2012,1,15,11,3.3,-1.7,1023.3,180,4.6,4,0.0,-999.9
